,objectIsPart,objectPresence,objectcounts,objectnames,proportionClassIsPart,wordnet_found,wordnet_level1,wordnet_synset,wordnet_hypernym,wordnet_gloss,wordnet_synonyms,wordnet_frequency
1361,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['junk pile'],0.0,0,[],[],[],[],[],0
1362,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['kasbah'],0.0,0,[],[],[],[],[],0
1363,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],4.0,['kayak'],0.0,1,['kayak'],"['kayak. canoe. small boat. boat. vessel, watercraft. craft. vehicle. conveyance, transport. instrumentality, instrumentation. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['kayak'], dtype='<U5')]
 [array(['canoe'], dtype='<U5')]
 [array(['small boat'], dtype='<U10')]
 [array(['boat'], dtype='<U4')]
 [array(['vessel, watercraft'], dtype='<U18')]
 [array(['craft'], dtype='<U5')]
 [array(['vehicle'], dtype='<U7')]
 [array(['conveyance, transport'], dtype='<U21')]
 [array(['instrumentality, instrumentation'], dtype='<U32')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['a small canoe consisting of a light frame made watertight with animal skins; used by Eskimos'],['kayak'],0
1364,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],11.0,['kennel'],0.0,0,[],[],[],[],[],0
1365,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],5.0,['kennels'],0.0,0,[],[],[],[],[],0
1366,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],133.0,"['kettle, boiler']",0.0,1,"['kettle, boiler']","['kettle, boiler. pot. cooking utensil, cookware. kitchen utensil. utensil. implement. instrumentality, instrumentation. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['kettle, boiler'], dtype='<U14')]
 [array(['pot'], dtype='<U3')]
 [array(['cooking utensil, cookware'], dtype='<U25')]
 [array(['kitchen utensil'], dtype='<U15')]
 [array(['utensil'], dtype='<U7')]
 [array(['implement'], dtype='<U9')]
 [array(['instrumentality, instrumentation'], dtype='<U32')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['a metal pot for stewing or boiling; usually has a lid'],"['kettle, boiler']",1
1367,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],22.0,['key'],0.22727273,1,['key'],"['key. device. instrumentality, instrumentation. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['key'], dtype='<U3')]
 [array(['device'], dtype='<U6')]
 [array(['instrumentality, instrumentation'], dtype='<U32')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]","[""metal device shaped in such a way that when it is inserted into the appropriate lock the lock's mechanism can be rotated""]",['key'],14
1368,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],3.0,['key pad'],0.0,0,[],[],[],[],[],0
1369,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],500.0,['keyboard'],0.818,1,['keyboard'],"['keyboard. device. instrumentality, instrumentation. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['keyboard'], dtype='<U8')]
 [array(['device'], dtype='<U6')]
 [array(['instrumentality, instrumentation'], dtype='<U32')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['device consisting of a set of keys on a piano or organ or typewriter or typesetting machine or computer or the like'],['keyboard'],2
1370,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],58.0,['keys'],1.0,1,['key'],"['key. device. instrumentality, instrumentation. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['key'], dtype='<U3')]
 [array(['device'], dtype='<U6')]
 [array(['instrumentality, instrumentation'], dtype='<U32')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]","[""metal device shaped in such a way that when it is inserted into the appropriate lock the lock's mechanism can be rotated""]",['key'],14
1371,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],3.0,['killer whale'],0.0,0,[],[],[],[],[],0
1372,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['kit'],0.0,0,[],[],[],[],[],0
1373,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],154.0,['kitchen island'],0.0,1,['kitchen island'],"['kitchen island. island. zone. topographic point, place, spot. point. location. object, physical object. physical entity. entity. ']","[[array(['kitchen island'], dtype='<U14')]
 [array(['island'], dtype='<U6')]
 [array(['zone'], dtype='<U4')]
 [array(['topographic point, place, spot'], dtype='<U30')]
 [array(['point'], dtype='<U5')]
 [array(['location'], dtype='<U8')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['an unattached counter in a kitchen that permits access from all sides'],['kitchen island'],0
1374,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['kitchen towel'],0.0,0,[],[],[],[],[],0
1375,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],2.0,['kitchen utensils'],0.0,0,[],[],[],[],[],0
1376,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],2.0,['kite'],0.0,0,[],[],[],[],[],0
1377,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],216.0,['knife'],0.0,1,['knife'],"['knife. edge tool. cutter, cutlery, cutting tool. cutting implement. tool. implement. instrumentality, instrumentation. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['knife'], dtype='<U5')]
 [array(['edge tool'], dtype='<U9')]
 [array(['cutter, cutlery, cutting tool'], dtype='<U29')]
 [array(['cutting implement'], dtype='<U17')]
 [array(['tool'], dtype='<U4')]
 [array(['implement'], dtype='<U9')]
 [array(['instrumentality, instrumentation'], dtype='<U32')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['edge tool used as a cutting instrument; has a pointed blade with a sharp edge and a handle'],['knife'],6
1378,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],0.0,['knife display'],0.0,1,['knife'],"['knife. edge tool. cutter, cutlery, cutting tool. cutting implement. tool. implement. instrumentality, instrumentation. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['knife'], dtype='<U5')]
 [array(['edge tool'], dtype='<U9')]
 [array(['cutter, cutlery, cutting tool'], dtype='<U29')]
 [array(['cutting implement'], dtype='<U17')]
 [array(['tool'], dtype='<U4')]
 [array(['implement'], dtype='<U9')]
 [array(['instrumentality, instrumentation'], dtype='<U32')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['edge tool used as a cutting instrument; has a pointed blade with a sharp edge and a handle'],['knife'],6
1379,[0. 0. 1. ... 0. 0. 0.],[0. 0. 1. ... 0. 0. 0.],5022.0,['knob'],0.99940264,1,['knob'],"['knob. handle, grip, handgrip, hold. appendage. part, portion. object, physical object. physical entity. entity. ']","[[array(['knob'], dtype='<U4')]
 [array(['handle, grip, handgrip, hold'], dtype='<U28')]
 [array(['appendage'], dtype='<U9')]
 [array(['part, portion'], dtype='<U13')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['a round handle'],['knob'],1
1380,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['knobs'],0.0,0,[],[],[],[],[],0
1381,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],2.0,['knocker'],1.0,0,[],[],[],[],[],0
1382,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],11.0,['lab bench'],0.0,0,[],[],[],[],[],0
1383,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],33.0,['label'],1.0,1,"['label, recording label']","['label, recording label. trade name, brand name, brand, marque. name. language unit, linguistic unit. part, portion, component part, component, constituent. relation. abstraction, abstract entity. entity. ']","[[array(['label, recording label'], dtype='<U22')]
 [array(['trade name, brand name, brand, marque'], dtype='<U37')]
 [array(['name'], dtype='<U4')]
 [array(['language unit, linguistic unit'], dtype='<U30')]
 [array(['part, portion, component part, component, constituent'],
      dtype='<U53')]
 [array(['relation'], dtype='<U8')]
 [array(['abstraction, abstract entity'], dtype='<U28')]
 [array(['entity'], dtype='<U6')]]","['trade name of a company that produces musical recordings; ""the artists and repertoire department of a recording label is responsible for finding new talent""']","['label, recording label']",2
1384,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],10.0,['label tag'],0.0,0,[],[],[],[],[],0
1385,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],90.0,"['label, recording label']",0.0,1,"['label, recording label']","['label, recording label. trade name, brand name, brand, marque. name. language unit, linguistic unit. part, portion, component part, component, constituent. relation. abstraction, abstract entity. entity. ']","[[array(['label, recording label'], dtype='<U22')]
 [array(['trade name, brand name, brand, marque'], dtype='<U37')]
 [array(['name'], dtype='<U4')]
 [array(['language unit, linguistic unit'], dtype='<U30')]
 [array(['part, portion, component part, component, constituent'],
      dtype='<U53')]
 [array(['relation'], dtype='<U8')]
 [array(['abstraction, abstract entity'], dtype='<U28')]
 [array(['entity'], dtype='<U6')]]","['trade name of a company that produces musical recordings; ""the artists and repertoire department of a recording label is responsible for finding new talent""']","['label, recording label']",2
1386,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['laboratory equipment'],0.0,0,[],[],[],[],[],0
1387,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['laboratory machine'],0.0,0,[],[],[],[],[],0
1388,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['laboratory machines'],0.0,0,[],[],[],[],[],0
1389,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],10.0,['labyrinth'],0.0,0,[],[],[],[],[],0
1390,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],172.0,['ladder'],0.13372093,1,['ladder'],"['ladder. stairs, steps. stairway, staircase. way. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['ladder'], dtype='<U6')]
 [array(['stairs, steps'], dtype='<U13')]
 [array(['stairway, staircase'], dtype='<U19')]
 [array(['way'], dtype='<U3')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['steps consisting of two parallel members connected by rungs; for climbing up or down'],['ladder'],5
1391,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],8.0,['ladle'],0.0,0,[],[],[],[],[],0
1392,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],61.0,['lake'],0.0,1,['lake'],"['lake. body of water, water. thing. physical entity. entity. ']","[[array(['lake'], dtype='<U4')]
 [array(['body of water, water'], dtype='<U20')]
 [array(['thing'], dtype='<U5')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['a body of (usually fresh) water surrounded by land'],['lake'],3
1393,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['laminating machine'],0.0,0,[],[],[],[],[],0
1394,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],6041.0,['lamp'],0.00082767755,1,['lamp'],"['lamp. source of illumination. device. instrumentality, instrumentation. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['lamp'], dtype='<U4')]
 [array(['source of illumination'], dtype='<U22')]
 [array(['device'], dtype='<U6')]
 [array(['instrumentality, instrumentation'], dtype='<U32')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['an artificial source of visible illumination'],['lamp'],12
1395,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['lamp cord'],0.0,0,[],[],[],[],[],0
1396,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],17.0,['lamp housing'],1.0,0,[],[],[],[],[],0
1397,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['lamps'],0.0,0,[],[],[],[],[],0
1398,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],11.0,['lampshade'],0.0,0,[],[],[],[],[],0
1399,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],2.0,['lance'],0.0,0,[],[],[],[],[],0
1400,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],275.0,"['land, ground, soil']",0.0,1,"['land, ground, soil']","['land, ground, soil. object, physical object. physical entity. entity. ']","[[array(['land, ground, soil'], dtype='<U18')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]","['material in the top layer of the surface of the earth in which plants can grow (especially with reference to its quality or use); ""the land had never been plowed""; ""good agricultural soil""']","['land, ground, soil']",18
1401,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],10.0,['landfill'],0.0,0,[],[],[],[],[],0
1402,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],122.0,['landing gear'],1.0,1,['landing gear'],"['landing gear. undercarriage. framework. supporting structure. structure, construction. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['landing gear'], dtype='<U12')]
 [array(['undercarriage'], dtype='<U13')]
 [array(['framework'], dtype='<U9')]
 [array(['supporting structure'], dtype='<U20')]
 [array(['structure, construction'], dtype='<U23')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['an undercarriage that supports the weight of the plane when it is on the ground'],['landing gear'],0
1403,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],14.0,['lantern'],0.0,0,[],[],[],[],[],0
1404,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['lanterns'],0.0,0,[],[],[],[],[],0
1405,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],2.0,['laptop bag'],0.0,0,[],[],[],[],[],0
1406,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],180.0,"['laptop, laptop computer']",0.0,1,"['laptop, laptop computer']","['laptop, laptop computer. portable computer. personal computer, PC, microcomputer. digital computer. computer, computing machine, computing device, data processor, electronic computer, information processing system. machine. device. instrumentality, instrumentation. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['laptop, laptop computer'], dtype='<U23')]
 [array(['portable computer'], dtype='<U17')]
 [array(['personal computer, PC, microcomputer'], dtype='<U36')]
 [array(['digital computer'], dtype='<U16')]
 [array(['computer, computing machine, computing device, data processor, electronic computer, information processing system'],
      dtype='<U113')]
 [array(['machine'], dtype='<U7')]
 [array(['device'], dtype='<U6')]
 [array(['instrumentality, instrumentation'], dtype='<U32')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['a portable computer small enough to use in your lap'],"['laptop, laptop computer']",0
1407,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['large fork'],0.0,0,[],[],[],[],[],0
1408,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['large rabbit'],0.0,0,[],[],[],[],[],0
1409,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],9.0,['latch'],1.0,0,[],[],[],[],[],0
1410,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['lathe'],0.0,0,[],[],[],[],[],0
1411,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],6.0,['lattice'],0.5,0,[],[],[],[],[],0
1412,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],3.0,['laundry'],0.0,0,[],[],[],[],[],0
1413,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['laundry basket'],0.0,0,[],[],[],[],[],0
1414,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],16.0,['lava'],0.0,0,[],[],[],[],[],0
1415,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],0.0,['lawn'],0.0,0,[],[],[],[],[],0
1416,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],2.0,['lawn mower'],0.0,0,[],[],[],[],[],0
1417,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],10.0,['leaf'],1.0,1,"['leaf, leafage, foliage']","['leaf, leafage, foliage. plant organ. plant part, plant structure. natural object. whole, unit. object, physical object. physical entity. entity. ']","[[array(['leaf, leafage, foliage'], dtype='<U22')]
 [array(['plant organ'], dtype='<U11')]
 [array(['plant part, plant structure'], dtype='<U27')]
 [array(['natural object'], dtype='<U14')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['the main organ of photosynthesis and transpiration in higher plants'],"['leaf, leafage, foliage']",20
1418,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],58.0,"['leaf, leafage, foliage']",0.0,1,"['leaf, leafage, foliage']","['leaf, leafage, foliage. plant organ. plant part, plant structure. natural object. whole, unit. object, physical object. physical entity. entity. ']","[[array(['leaf, leafage, foliage'], dtype='<U22')]
 [array(['plant organ'], dtype='<U11')]
 [array(['plant part, plant structure'], dtype='<U27')]
 [array(['natural object'], dtype='<U14')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['the main organ of photosynthesis and transpiration in higher plants'],"['leaf, leafage, foliage']",20
1419,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],3.0,['leash'],0.0,0,[],[],[],[],[],0
1420,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],9.0,['leather'],0.0,0,[],[],[],[],[],0
1421,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['leathers'],0.0,0,[],[],[],[],[],0
1422,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],7.0,['leave'],1.0,0,[],[],[],[],[],0
1423,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],34.0,['leaves'],0.05882353,0,[],[],[],[],[],0
1424,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],32.0,['lectern'],0.03125,0,[],[],[],[],[],0
1425,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],3.0,['ledge'],0.0,0,[],[],[],[],[],0
1426,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],2.0,['ledges'],0.0,0,[],[],[],[],[],0
1427,[0. 1. 0. ... 0. 0. 0.],[0. 1. 0. ... 0. 0. 0.],1446.0,['left arm'],1.0,1,['arm'],"['arm. limb. extremity, appendage, member. external body part. body part. part, piece. thing. physical entity. entity. ']","[[array(['arm'], dtype='<U3')]
 [array(['limb'], dtype='<U4')]
 [array(['extremity, appendage, member'], dtype='<U28')]
 [array(['external body part'], dtype='<U18')]
 [array(['body part'], dtype='<U9')]
 [array(['part, piece'], dtype='<U11')]
 [array(['thing'], dtype='<U5')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['a human limb; technically the part of the superior limb between the shoulder and the elbow but commonly used to refer to the whole superior limb'],['arm'],104
1428,[0. 1. 0. ... 0. 0. 0.],[0. 1. 0. ... 0. 0. 0.],356.0,['left foot'],1.0,1,"['foot, human foot, pes']","['foot, human foot, pes. vertebrate foot, pedal extremity. extremity. external body part. body part. part, piece. thing. physical entity. entity. ']","[[array(['foot, human foot, pes'], dtype='<U21')]
 [array(['vertebrate foot, pedal extremity'], dtype='<U32')]
 [array(['extremity'], dtype='<U9')]
 [array(['external body part'], dtype='<U18')]
 [array(['body part'], dtype='<U9')]
 [array(['part, piece'], dtype='<U11')]
 [array(['thing'], dtype='<U5')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]","['the part of the leg of a human being below the ankle joint; ""his bare feet projected from his trousers""; ""armored from head to foot""']","['foot, human foot, pes']",89
1429,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],549.0,['left hand'],1.0,1,"['hand, manus, mitt, paw']","['hand, manus, mitt, paw. extremity. external body part. body part. part, piece. thing. physical entity. entity. ']","[[array(['hand, manus, mitt, paw'], dtype='<U22')]
 [array(['extremity'], dtype='<U9')]
 [array(['external body part'], dtype='<U18')]
 [array(['body part'], dtype='<U9')]
 [array(['part, piece'], dtype='<U11')]
 [array(['thing'], dtype='<U5')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]","['the (prehensile) extremity of the superior limb; ""he had the hands of a surgeon""; ""he extended his mitt""']","['hand, manus, mitt, paw']",215
1430,[0. 2. 0. ... 0. 0. 0.],[0. 2. 0. ... 0. 0. 0.],1370.0,['left leg'],1.0,1,['leg'],"['leg. limb. extremity, appendage, member. external body part. body part. part, piece. thing. physical entity. entity. ']","[[array(['leg'], dtype='<U3')]
 [array(['limb'], dtype='<U4')]
 [array(['extremity, appendage, member'], dtype='<U28')]
 [array(['external body part'], dtype='<U18')]
 [array(['body part'], dtype='<U9')]
 [array(['part, piece'], dtype='<U11')]
 [array(['thing'], dtype='<U5')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['a human limb; commonly used to refer to a whole limb but technically only the part of the limb between the knee and ankle'],['leg'],75
1431,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],13.0,['left shoulder'],1.0,0,[],[],[],[],[],0
1432,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],7507.0,['leg'],0.99973357,1,['leg'],"['leg. limb. extremity, appendage, member. external body part. body part. part, piece. thing. physical entity. entity. ']","[[array(['leg'], dtype='<U3')]
 [array(['limb'], dtype='<U4')]
 [array(['extremity, appendage, member'], dtype='<U28')]
 [array(['external body part'], dtype='<U18')]
 [array(['body part'], dtype='<U9')]
 [array(['part, piece'], dtype='<U11')]
 [array(['thing'], dtype='<U5')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['a human limb; commonly used to refer to a whole limb but technically only the part of the limb between the knee and ankle'],['leg'],75
1433,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],6.0,['legs'],1.0,0,[],[],[],[],[],0
1434,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],8.0,['lemon'],0.0,0,[],[],[],[],[],0
1435,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['letter mail'],0.0,0,[],[],[],[],[],0
1436,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],2.0,['level'],0.0,0,[],[],[],[],[],0
1437,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],5.0,['lever'],0.8,0,[],[],[],[],[],0
1438,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1414.0,['license plate'],1.0,1,"['license plate, numberplate']","['license plate, numberplate. plate. sheet, flat solid. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['license plate, numberplate'], dtype='<U26')]
 [array(['plate'], dtype='<U5')]
 [array(['sheet, flat solid'], dtype='<U17')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]","[""a plate mounted on the front and back of car and bearing the car's registration number""]","['license plate, numberplate']",0
1439,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],0.0,"['license plate, numberplate']",0.0,1,"['license plate, numberplate']","['license plate, numberplate. plate. sheet, flat solid. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['license plate, numberplate'], dtype='<U26')]
 [array(['plate'], dtype='<U5')]
 [array(['sheet, flat solid'], dtype='<U17')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]","[""a plate mounted on the front and back of car and bearing the car's registration number""]","['license plate, numberplate']",0
1440,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],370.0,['lid'],0.98108107,1,['lid'],"['lid. top, cover. covering. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['lid'], dtype='<U3')]
 [array(['top, cover'], dtype='<U10')]
 [array(['covering'], dtype='<U8')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]","['a movable top or cover (hinged or separate) for closing the opening at the top of a box, chest, jar, pan, etc.; ""he raised the piano lid""']",['lid'],0
1441,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],2.0,['life preserver'],0.0,0,[],[],[],[],[],0
